Title,Location,Area,Status,Price,Year,Bathroom,District
2 BHK Apartment,,1250,Ready to move,1.1,,,South/West/Central Delhi
3 BHK Apartment,,810,Ready to move,32,,,South-West Delhi
3 BHK Independent Floor,,1800,Ready to move,4.75,,,South/West/Central Delhi
3 BHK Independent Floor,,1800,Ready to move,4.5,,,South/West/Central Delhi
3 BHK Independent Floor,,1800,Under Construction,2.7,,,South/West/Central Delhi
2 BHK Independent House,,720,Ready to move,1.6,,,South/West/Central Delhi
2 BHK Independent Floor,,675,Ready to move,40,,,South-West Delhi
2 BHK Independent Floor,,950,Ready to move,1.45,,,South/West/Central Delhi
2 BHK Independent Floor,,650,Ready to move,35,,New,South-West Delhi
2 BHK Independent Floor,,450,Ready to move,36,,New,South-West Delhi
3 BHK Independent Floor,,880,Ready to move,75,,2 Bathrooms,South-West Delhi
4 BHK Independent Floor,,1400,Ready to move,1.65,,New,South/West/Central Delhi
2 BHK Independent Floor,,650,Ready to move,51,,2 Bathrooms,South-West Delhi
4 BHK Independent Floor,,3600,Ready to move,4.65,,4 Bathrooms,South/West/Central Delhi
2 BHK Independent Floor,,550,Ready to move,45,,New,South-West Delhi
2 BHK Independent Floor,,650,Ready to move,56,,New,South-West Delhi
3 BHK Independent Floor,,780,Ready to move,56,,2 Bathrooms,South-West Delhi
3 BHK Independent Floor,,800,Ready to move,68,,2 Bathrooms,South-West Delhi
3 BHK Independent Floor,,1400,Ready to move,1.68,,3 Bathrooms,South/West/Central Delhi
3 BHK Independent Floor,,800,Ready to move,58,,2 Bathrooms,South-West Delhi
3 BHK Independent Floor,,1120,Ready to move,67,,New,South-West Delhi
3 BHK Independent Floor,,800,Ready to move,70,,2 Bathrooms,South-West Delhi
3 BHK Independent Floor,,900,Ready to move,85,,2 Bathrooms,South-West Delhi
1 BHK Independent Floor,,400,Ready to move,28,,1 Bathrooms,South-West Delhi
4 BHK Independent Floor,,2300,Ready to move,3.15,,New,South/West/Central Delhi
4 BHK Independent Floor,,2200,Ready to move,2,,4 Bathrooms,South/West/Central Delhi
3 BHK Independent Floor,,1125,Ready to move,1.3,,3 Bathrooms,South/West/Central Delhi
2 BHK Independent Floor,,700,Ready to move,60,,New,South-West Delhi
1 BHK Apartment,"Dwarka Mor, Delhi",400,Ready to move,18,,,South/West/Central Delhi
2 BHK Apartment,"Dwarka Mor, Delhi",700,Ready to move,35,,,South-West Delhi
2 BHK Apartment,"Dwarka Mor, Delhi",650,Ready to move,32,,,South-West Delhi
4 BHK Apartment,"Dwarka Mor, Delhi",1000,Ready to move,60,,,South-West Delhi
3 BHK Apartment,"Dwarka Mor, Delhi",750,Ready to move,38,,,South-West Delhi
2 BHK Apartment,"Dwarka Mor, Delhi",600,Ready to move,28,,,South-West Delhi
2 BHK Independent Floor,"Sector 8 Dwarka, Delhi",740,Ready to move,53,,,South-West Delhi
2 BHK Independent Floor,"Sector 8 Dwarka, Delhi",720,Ready to move,50.99,,,South-West Delhi
1 BHK Apartment,"Sector 14 Dwarka, Delhi",550,Ready to move,48,,,South-West Delhi
3 BHK Apartment,"Sector 23 Dwarka, Delhi",1750,Ready to move,1.88,,,South/West/Central Delhi
2 BHK Independent Floor,"Sector 8 Dwarka, Delhi",720,Ready to move,50.9,,,South-West Delhi
4 BHK Independent Floor,"Sector 8 Dwarka, Delhi",1890,Ready to move,1.55,,,South/West/Central Delhi
2 BHK Independent Floor,"Sector 8 Dwarka, Delhi",720,Ready to move,74,,,South-West Delhi
2 BHK Independent Floor,"Sector 8 Dwarka, Delhi",720,Ready to move,57,,,South-West Delhi
3 BHK Apartment,"Vasant Kunj, Delhi",1100,Ready to move,2.8,,,South/West/Central Delhi
2 BHK Apartment,"Vasant Kunj, Delhi",1200,Ready to move,2.25,,,South/West/Central Delhi
2 BHK Apartment,"Vasant Kunj, Delhi",1400,Ready to move,1.65,,,South/West/Central Delhi
3 BHK Apartment,"Vasant Kunj, Delhi",2000,Ready to move,2.1,,,South/West/Central Delhi
1 BHK Independent Floor,"Sector 3 Rohini, Delhi",400,Under Construction,45,,,South-West Delhi
4 BHK Independent Floor,"East of Kailash, Delhi",2700,Ready to move,7.5,,,South/West/Central Delhi
3 BHK Apartment,,1600,Ready to move,4.25,,3 Bathrooms,South/West/Central Delhi
3 BHK Independent Floor,,1800,Under Construction,4.5,,3 Bathrooms,South/West/Central Delhi
4 BHK Independent Floor,,2250,Ready to move,4.5,,4 Bathrooms,South/West/Central Delhi
2 BHK Independent Floor,,900,Ready to move,1.15,,2 Bathrooms,South/West/Central Delhi
2 BHK Independent Floor,,900,Ready to move,85,,2 Bathrooms,South-West Delhi
3 BHK Apartment,,1700,Ready to move,1.5,,3 Bathrooms,South/West/Central Delhi
4 BHK Independent Floor,,2250,Ready to move,4.55,,4 Bathrooms,South/West/Central Delhi
4 BHK Apartment,,3030,Under Construction,9.25,,Possession by Jun 2026,South/West/Central Delhi
3 BHK Apartment,,1600,Ready to move,3.35,,6 - 7 years old,South/West/Central Delhi
3 BHK Independent Floor,,1650,Ready to move,4,,3 Bathrooms,South/West/Central Delhi
2 BHK Apartment,,1000,Ready to move,1.05,,3 years old,South/West/Central Delhi
2 BHK Independent Floor,,900,Ready to move,1.4,,2 Bathrooms,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.65,,15 - 16 years old,South/West/Central Delhi
3 BHK Apartment,,1750,Ready to move,1.95,,3 Bathrooms,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.76,,6 - 7 years old,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.6,,3 Bathrooms,South/West/Central Delhi
2 BHK Apartment,,1200,Ready to move,1.18,,2 Bathrooms,South/West/Central Delhi
2 BHK Apartment,,1200,Ready to move,1.25,,2 Bathrooms,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,2.85,,6 - 7 years old,South/West/Central Delhi
3 BHK Apartment,,1686,Ready to move,2.75,,6 - 7 years old,South/West/Central Delhi
3 BHK Independent Floor,,1150,Ready to move,1.55,,,South/West/Central Delhi
2 BHK Independent Floor,,450,Ready to move,33,,,South-West Delhi
3 BHK Independent Floor,,1200,Ready to move,2.3,,,South/West/Central Delhi
3 BHK Independent Floor,,1080,Ready to move,60,,,South-West Delhi
3 BHK Apartment,,2306,Under Construction,6,,,South/West/Central Delhi
4 BHK Apartment,,3901,Under Construction,8.5,,,South/West/Central Delhi
2 BHK Independent Floor,,675,Ready to move,34,,,South-West Delhi
4 BHK Independent Floor,,1100,Ready to move,65,,,South-West Delhi
4 BHK Independent Floor,,3600,Ready to move,7.75,,,South/West/Central Delhi
4 BHK Independent Floor,,4950,Ready to move,12,,,South/West/Central Delhi
4 BHK Apartment,,1450,Ready to move,1.75,,,South/West/Central Delhi
3 BHK Independent Floor,,1872,Ready to move,4.35,,,South/West/Central Delhi
3 BHK Independent Floor,,2250,Ready to move,4.95,,,South/West/Central Delhi
3 BHK Independent Floor,,1872,Ready to move,4.5,,,South/West/Central Delhi
5 BHK Apartment,,4500,Ready to move,6.5,,,South/West/Central Delhi
5 BHK Apartment,,3750,Ready to move,5,,,South/West/Central Delhi
5 BHK Apartment,,3700,Ready to move,5,,,South/West/Central Delhi
8 BHK Apartment,,4100,Ready to move,5.25,,,South/West/Central Delhi
2 BHK Independent Floor,,648,Ready to move,48,,,South-West Delhi
2 BHK Independent Floor,,900,Ready to move,35,,,South-West Delhi
4 BHK Apartment,,2400,Ready to move,2.15,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.55,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.65,,,South/West/Central Delhi
4 BHK Apartment,,2400,Ready to move,1.91,,,South/West/Central Delhi
3 BHK Apartment,,2350,Ready to move,2.4,,,South/West/Central Delhi
2 BHK Apartment,,1200,Ready to move,1.25,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.74,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.6,,,South/West/Central Delhi
4 BHK Apartment,,2400,Ready to move,2.35,,,South/West/Central Delhi
3 BHK Apartment,,1800,Ready to move,2.08,,,South/West/Central Delhi
3 BHK Apartment,,1650,Ready to move,1.69,,,South/West/Central Delhi
3 BHK Apartment,,1850,Ready to move,1.65,,,South/West/Central Delhi
4 BHK Apartment,,2050,Ready to move,1.95,,,South/West/Central Delhi
3 BHK Apartment,,1750,Ready to move,1.88,,,South/West/Central Delhi
5 BHK Apartment,,2250,Ready to move,3.25,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.88,,,South/West/Central Delhi
3 BHK Apartment,,1725,Ready to move,1.75,,,South/West/Central Delhi
4 BHK Apartment,,2150,Ready to move,2.3,,,South/West/Central Delhi
3 BHK Apartment,,2100,Ready to move,1.85,,,South/West/Central Delhi
3 BHK Apartment,,1850,Ready to move,1.75,,,South/West/Central Delhi
4 BHK Apartment,"Sector 6 Dwarka, Delhi",2050,Ready to move,2.11,,3 Bathrooms,South/West/Central Delhi
3 BHK Apartment,"Sector 6 Dwarka, Delhi",1850,Ready to move,1.95,,3 Bathrooms,South/West/Central Delhi
3 BHK Apartment,"Dwarka Mor, Delhi",1650,Ready to move,1.95,,3 Bathrooms,South/West/Central Delhi
3 BHK Apartment,"Sector 6 Dwarka, Delhi",1750,Ready to move,1.75,,6 - 7 years old,South/West/Central Delhi
3 BHK Apartment,"Sector 22 Dwarka, Delhi",1800,Ready to move,1.95,,14 - 15 years old,South/West/Central Delhi
4 BHK Apartment,"Sector 12 Dwarka, Delhi",1950,Ready to move,2.18,,6 - 7 years old,South/West/Central Delhi
3 BHK Apartment,"Sector 10 Dwarka, Delhi",1600,Ready to move,1.6,,3 Bathrooms,South/West/Central Delhi
3 BHK Apartment,"Sector 18A Dwarka, Delhi",1700,Ready to move,1.8,,2 Bathrooms,South/West/Central Delhi
3 BHK Apartment,"Sector 10 Dwarka, Delhi",1950,Ready to move,1.8,,3 Bathrooms,South/West/Central Delhi
3 BHK Apartment,"Sector 19 Dwarka, Delhi",1800,Ready to move,1.95,,3 Bathrooms,South/West/Central Delhi
3 BHK Apartment,"Sector 6 Dwarka, Delhi",1900,Ready to move,2,,3 Bathrooms,South/West/Central Delhi
4 BHK Apartment,"Sector 19 Dwarka, Delhi",1900,Ready to move,2,,16 - 17 years old,South/West/Central Delhi
4 BHK Apartment,"Sector 11 Dwarka, Delhi",2000,Ready to move,2.45,,3 Bathrooms,South/West/Central Delhi
2 BHK Apartment,"Sector 5 Dwarka, Delhi",1100,Ready to move,1.12,,2 Bathrooms,South/West/Central Delhi
4 BHK Apartment,"Sector 4 Dwarka, Delhi",2000,Ready to move,2.35,,3 Bathrooms,South/West/Central Delhi
3 BHK Apartment,"Sector 4 Dwarka, Delhi",1900,Ready to move,1.85,,3 Bathrooms,South/West/Central Delhi
4 BHK Apartment,"Sector-18 Dwarka, Delhi",2100,Ready to move,2.25,,6 - 7 years old,South/West/Central Delhi
3 BHK Apartment,"Sector 6 Dwarka, Delhi",1850,Ready to move,1.58,,14 - 15 years old,South/West/Central Delhi
3 BHK Apartment,"Sector 5 Dwarka, Delhi",1750,Ready to move,1.9,,3 Bathrooms,South/West/Central Delhi
3 BHK Independent Floor,"Tri Nagar, Delhi",800,Ready to move,65,,2 Bathrooms,South-West Delhi
2 BHK Independent Floor,,900,Ready to move,42,,Resale,South-West Delhi
3 BHK Independent Floor,,900,Ready to move,85,,Resale,South-West Delhi
2 BHK Independent Floor,,1170,Ready to move,1.65,,Resale,South/West/Central Delhi
1 BHK Independent Floor,,500,Ready to move,18,,Resale,South/West/Central Delhi
2 BHK Independent Floor,,900,Ready to move,1.2,,1 Bathrooms,South/West/Central Delhi
3 BHK Apartment,,720,Ready to move,45,,New,South-West Delhi
2 BHK Apartment,,540,Ready to move,32,,New,South-West Delhi
3 BHK Apartment,,900,Ready to move,60,,New,South-West Delhi
2 BHK Apartment,,500,Ready to move,28,,New,South-West Delhi
1 BHK Apartment,,450,Ready to move,16,,New,South/West/Central Delhi
1 BHK Apartment,,400,Ready to move,14,,New,South/West/Central Delhi
3 BHK Apartment,,800,Ready to move,50,,New,South-West Delhi
3 BHK Apartment,,750,Ready to move,48,,New,South-West Delhi
2 BHK Apartment,,600,Ready to move,35,,New,South-West Delhi
3 BHK Apartment,,700,Ready to move,40,,New,South-West Delhi
4 BHK Independent Floor,,3800,Ready to move,6.33,,Resale,South/West/Central Delhi
3 BHK Independent Floor,,2160,Ready to move,3,,Resale,South/West/Central Delhi
2 BHK Independent Floor,,720,Ready to move,45,,2 Bathrooms,South-West Delhi
3 BHK Apartment,,1700,Ready to move,1.7,,3 Bathrooms,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.8,,Resale,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.7,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.8,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.75,,,South/West/Central Delhi
4 BHK Apartment,,2400,Ready to move,2.1,,,South/West/Central Delhi
4 BHK Apartment,,2200,Ready to move,2.68,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.45,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.59,,,South/West/Central Delhi
2 BHK Apartment,,1200,Ready to move,1.38,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.48,,,South/West/Central Delhi
3 BHK Apartment,,1750,Ready to move,2.2,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.56,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.8,,,South/West/Central Delhi
3 BHK Apartment,,1800,Ready to move,2.2,,,South/West/Central Delhi
4 BHK Apartment,,2400,Ready to move,2.1,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.7,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.76,,,South/West/Central Delhi
4 BHK Apartment,,2400,Ready to move,2.55,,,South/West/Central Delhi
3 BHK Apartment,,1750,Ready to move,1.9,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.65,,,South/West/Central Delhi
3 BHK Apartment,,1750,Ready to move,1.45,,,South/West/Central Delhi
2 BHK Apartment,"Sector-18 Dwarka, Delhi",1600,Ready to move,1.5,,,South/West/Central Delhi
3 BHK Apartment,"Sector 9 Dwarka, Delhi",1700,Ready to move,1.78,,,South/West/Central Delhi
3 BHK Apartment,"Sector 1 Dwarka, Delhi",1750,Ready to move,1.88,,,South/West/Central Delhi
3 BHK Apartment,"Sector 3 Dwarka, Delhi",1700,Ready to move,1.55,,,South/West/Central Delhi
3 BHK Apartment,"Sector 3 Dwarka, Delhi",1750,Ready to move,1.6,,,South/West/Central Delhi
4 BHK Apartment,"Sector 22 Dwarka, Delhi",2400,Ready to move,1.75,,,South/West/Central Delhi
4 BHK Apartment,"Sector 19 Dwarka, Delhi",2400,Ready to move,2.1,,,South/West/Central Delhi
3 BHK Apartment,"Sector 22 Dwarka, Delhi",1700,Ready to move,1.72,,,South/West/Central Delhi
2 BHK Independent Floor,"Sector 8 Dwarka, Delhi",720,Ready to move,57,,,South-West Delhi
2 BHK Independent Floor,"Sector 8 Dwarka, Delhi",720,Ready to move,51,,,South-West Delhi
4 BHK Apartment,"Sector 5 Dwarka, Delhi",2400,Ready to move,1.95,,,South/West/Central Delhi
4 BHK Apartment,"Sector 4 Dwarka, Delhi",2400,Ready to move,2.1,,,South/West/Central Delhi
3 BHK Independent Floor,"Greater kailash 1, Delhi",3600,Ready to move,4.5,,,South/West/Central Delhi
2 BHK Apartment,"Dwarka Mor, Delhi",530,Ready to move,24,,,South-West Delhi
1 BHK Apartment,"Dwarka Mor, Delhi",420,Ready to move,16.5,,,South/West/Central Delhi
1 BHK Apartment,"Dwarka Mor, Delhi",410,Ready to move,16,,,South/West/Central Delhi
3 BHK Apartment,"Dwarka Mor, Delhi",750,Ready to move,37,,,South-West Delhi
2 BHK Apartment,"Dwarka Mor, Delhi",530,Ready to move,23.51,,,South-West Delhi
2 BHK Apartment,"Dwarka Mor, Delhi",520,Ready to move,21,,,South-West Delhi
2 BHK Apartment,"Dwarka Mor, Delhi",520,Ready to move,22.22,,,South-West Delhi
2 BHK Apartment,"Dwarka Mor, Delhi",530,Ready to move,22.5,,,South-West Delhi
2 BHK Apartment,"Dwarka Mor, Delhi",530,Ready to move,21.5,,,South-West Delhi
2 BHK Apartment,"Dwarka Mor, Delhi",520,Ready to move,20,,,South-West Delhi
2 BHK Apartment,"Dwarka Mor, Delhi",560,Ready to move,27.5,,,South-West Delhi
2 BHK Apartment,"Dwarka Mor, Delhi",620,Ready to move,32,,,South-West Delhi
2 BHK Apartment,"Dwarka Mor, Delhi",520,Ready to move,22.5,,,South-West Delhi
3 BHK Apartment,"Dwarka Mor, Delhi",850,Ready to move,45,,,South-West Delhi
2 BHK Apartment,"Dwarka Mor, Delhi",520,Ready to move,19.5,,,South-West Delhi
2 BHK Apartment,"Dwarka Mor, Delhi",500,Ready to move,20.5,,,South-West Delhi
4 BHK Apartment,"Dwarka Mor, Delhi",1175,Ready to move,75,,,South-West Delhi
2 BHK Apartment,"Uttam Nagar, Delhi",500,Ready to move,21,,,South-West Delhi
2 BHK Apartment,"Uttam Nagar, Delhi",450,Ready to move,18,,,South/West/Central Delhi
1 BHK Apartment,"Uttam Nagar, Delhi",360,Ready to move,14.99,,,South/West/Central Delhi
1 BHK Apartment,"Uttam Nagar, Delhi",450,Ready to move,18,,,South/West/Central Delhi
1 BHK Apartment,"Uttam Nagar, Delhi",410,Ready to move,16.99,,,South/West/Central Delhi
1 BHK Apartment,"Uttam Nagar, Delhi",430,Ready to move,18.99,,,South-West Delhi
2 BHK Apartment,"Uttam Nagar, Delhi",550,Ready to move,23.99,,,South-West Delhi
2 BHK Apartment,"Dwarka Mor, Delhi",520,Ready to move,22.22,,,South-West Delhi
2 BHK Independent Floor,"Dwarka Mor, Delhi",550,Ready to move,29,,,South-West Delhi
2 BHK Apartment,"Dwarka Mor, Delhi",550,Ready to move,22,,,South-West Delhi
2 BHK Apartment,"Dwarka Mor, Delhi",550,Ready to move,22,,,South-West Delhi
2 BHK Apartment,"Uttam Nagar, Delhi",500,Ready to move,21,,,South-West Delhi
2 BHK Apartment,"Uttam Nagar, Delhi",450,Ready to move,18,,,South/West/Central Delhi
1 BHK Apartment,"Uttam Nagar, Delhi",360,Ready to move,14.99,,,South/West/Central Delhi
1 BHK Apartment,"Uttam Nagar, Delhi",450,Ready to move,18,,,South/West/Central Delhi
1 BHK Apartment,"Uttam Nagar, Delhi",410,Ready to move,16.99,,,South/West/Central Delhi
1 BHK Apartment,"Uttam Nagar, Delhi",430,Ready to move,18.99,,,South-West Delhi
2 BHK Apartment,"Uttam Nagar, Delhi",550,Ready to move,23.99,,,South-West Delhi
2 BHK Independent Floor,"Lajpat Nagar, Delhi",900,Ready to move,1.35,,,South/West/Central Delhi
3 BHK Independent Floor,"Lajpat Nagar, Delhi",1350,Under Construction,2.6,,,South/West/Central Delhi
3 BHK Independent Floor,"Lajpat Nagar, Delhi",1800,Ready to move,3.25,,,South/West/Central Delhi
3 BHK Independent Floor,"Lajpat Nagar, Delhi",1800,Ready to move,3.8,,,South/West/Central Delhi
2 BHK Independent Floor,"Lajpat Nagar, Delhi",900,Ready to move,1.65,,,South/West/Central Delhi
3 BHK Apartment,"Saket, Delhi",1600,Ready to move,2.5,,,South/West/Central Delhi
3 BHK Apartment,"Saket, Delhi",1500,Ready to move,2,,,South/West/Central Delhi
2 BHK Independent Floor,"Malviya Nagar, Delhi",900,Ready to move,1.45,,,South/West/Central Delhi
4 BHK Apartment,"Sector 19 Dwarka, Delhi",2400,Ready to move,2.35,,,South/West/Central Delhi
3 BHK Independent Floor,"Bharat Vihar, Delhi",760,Ready to move,40,,,South-West Delhi
3 BHK Apartment,"Sector 7 Dwarka, Delhi",1700,Ready to move,1.45,,,South/West/Central Delhi
2 BHK Apartment,"Sector 12 Dwarka, Delhi",1200,Ready to move,1.4,,,South/West/Central Delhi
3 BHK Apartment,,1800,Ready to move,2.5,,3 Bathrooms,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.75,,Resale,South/West/Central Delhi
3 BHK Apartment,,1750,Ready to move,2.15,,3 Bathrooms,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.9,,3 Bathrooms,South/West/Central Delhi
3 BHK Apartment,,1750,Ready to move,2,,3 Bathrooms,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.4,,2 Bathrooms,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.65,,Resale,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.45,,Resale,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.82,,Resale,South/West/Central Delhi
3 BHK Apartment,,1750,Ready to move,2.1,,Resale,South/West/Central Delhi
3 BHK Apartment,,1800,Ready to move,1.9,,3 Bathrooms,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.53,,Resale,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.45,,2 Bathrooms,South/West/Central Delhi
2 BHK Apartment,,1200,Ready to move,1.4,,Resale,South/West/Central Delhi
4 BHK Apartment,,2400,Ready to move,2.75,,3 Bathrooms,South/West/Central Delhi
4 BHK Apartment,,2400,Ready to move,2.3,,Resale,South/West/Central Delhi
4 BHK Apartment,,2600,Ready to move,2.2,,Resale,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.85,,Resale,South/West/Central Delhi
3 BHK Apartment,,1750,Ready to move,2.07,,2 Bathrooms,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.58,,Resale,South/West/Central Delhi
2 BHK Apartment,"Sector 7 Dwarka, Delhi",1200,Ready to move,1.26,,2 Bathrooms,South/West/Central Delhi
3 BHK Apartment,"Sector 13 Dwarka, Delhi",1700,Ready to move,1.6,,3 Bathrooms,South/West/Central Delhi
3 BHK Apartment,"Sector-18 Dwarka, Delhi",1700,Ready to move,1.8,,6 - 7 years old,South/West/Central Delhi
3 BHK Apartment,"Sector 19 Dwarka, Delhi",1750,Ready to move,1.89,,17 - 18 years old,South/West/Central Delhi
3 BHK Apartment,"Sector 19 Dwarka, Delhi",1750,Ready to move,1.9,,17 - 18 years old,South/West/Central Delhi
3 BHK Apartment,"Sector 9 Dwarka, Delhi",1700,Ready to move,1.65,,14 - 15 years old,South/West/Central Delhi
3 BHK Apartment,"Sector 4 Dwarka, Delhi",1750,Ready to move,1.5,,2 Bathrooms,South/West/Central Delhi
3 BHK Apartment,"Sector-18 Dwarka, Delhi",1700,Ready to move,1.8,,6 - 7 years old,South/West/Central Delhi
3 BHK Apartment,"Sector 10 Dwarka, Delhi",1700,Ready to move,1.5,,3 Bathrooms,South/West/Central Delhi
3 BHK Apartment,"Vasant Kunj, Delhi",2000,Ready to move,2.1,,2 Bathrooms,South/West/Central Delhi
2 BHK Apartment,"Vasant Kunj, Delhi",1400,Ready to move,1.65,,2 Bathrooms,South/West/Central Delhi
4 BHK Independent Floor,"Greater Kailash, Delhi",5400,Ready to move,8.5,,4 Bathrooms,South/West/Central Delhi
3 BHK Apartment,"Sector 12 Dwarka, Delhi",1750,Ready to move,1.8,,3 Bathrooms,South/West/Central Delhi
2 BHK Apartment,"Tri Nagar, Delhi",450,Ready to move,33,,2 Bathrooms,South-West Delhi
4 BHK Independent Floor,"Ashok Vihar, Delhi",1710,Ready to move,3.45,,3 Bathrooms,South/West/Central Delhi
3 BHK Independent Floor,"Sector 25 Rohini, Delhi",900,Ready to move,1.08,,5 - 6 years old,South/West/Central Delhi
3 BHK Independent Floor,"Sector 25 Rohini, Delhi",900,Ready to move,1.05,,5 - 6 years old,South/West/Central Delhi
3 BHK Apartment,"Sector 4 Dwarka, Delhi",1700,Ready to move,1.45,,2 Bathrooms,South/West/Central Delhi
3 BHK Independent Floor,"Shahdara, Delhi",1100,Under Construction,70,,2 Bathrooms,South-West Delhi
2 BHK Apartment,"Dwarka Mor, Delhi",540,Ready to move,25,,2 - 3 years old,South-West Delhi
2 BHK Apartment,,660,Ready to move,28,,,South-West Delhi
3 BHK Apartment,,775,Ready to move,35,,,South-West Delhi
3 BHK Apartment,,860,Ready to move,40,,,South-West Delhi
3 BHK Apartment,,910,Ready to move,45,,,South-West Delhi
2 BHK Apartment,,600,Ready to move,25,,,South-West Delhi
2 BHK Apartment,,550,Ready to move,23,,,South-West Delhi
2 BHK Independent Floor,,550,Ready to move,25.5,,,South-West Delhi
4 BHK Independent Floor,,1000,Ready to move,48.5,,,South-West Delhi
Residential Plot,,900,New,4.5,,,South/West/Central Delhi
Residential Plot,,1890,Resale,4.52,,,South/West/Central Delhi
Residential Plot,,1080,Resale,3.25,,,South/West/Central Delhi
Residential Plot,,14500,New,9,,,South/West/Central Delhi
Residential Plot,,1080,New,79,,,South-West Delhi
Residential Plot,,2250,New,2,,,South/West/Central Delhi
Residential Plot,,900,New,80,,,South-West Delhi
Residential Plot,,900,Resale,4.25,,,South/West/Central Delhi
Residential Plot,,900,New,80,,,South-West Delhi
Residential Plot,,747,New,80,,,South-West Delhi
Residential Plot,,675,Resale,90,,,South-West Delhi
Residential Plot,,765,Resale,1.15,,,South/West/Central Delhi
2 BHK Independent Floor,,650,Under Construction,53,,,South-West Delhi
2 BHK Independent Floor,,550,Ready to move,45.5,,,South-West Delhi
4 BHK Independent Floor,,2250,Ready to move,3.6,,,South/West/Central Delhi
2 BHK Independent Floor,,650,Under Construction,60,,,South-West Delhi
2 BHK Independent Floor,,550,Ready to move,42,,,South-West Delhi
2 BHK Independent Floor,,700,Ready to move,65,,,South-West Delhi
2 BHK Independent Floor,,550,Ready to move,48,,,South-West Delhi
2 BHK Independent Floor,,700,Ready to move,65,,,South-West Delhi
3 BHK Independent Floor,,1800,Ready to move,1.8,,,South/West/Central Delhi
3 BHK Independent Floor,,950,Ready to move,95,,,South-West Delhi
4 BHK Independent Floor,,3600,Ready to move,4.5,,,South/West/Central Delhi
4 BHK Independent Floor,,2250,Ready to move,3.15,,,South/West/Central Delhi
3 BHK Independent Floor,,1100,Ready to move,1.25,,,South/West/Central Delhi
4 BHK Independent Floor,,1600,Ready to move,2.05,,,South/West/Central Delhi
3 BHK Independent Floor,,800,Ready to move,82,,,South-West Delhi
4 BHK Independent Floor,,1200,Ready to move,1.1,,,South/West/Central Delhi
4 BHK Independent Floor,,2300,Ready to move,2,,,South/West/Central Delhi
3 BHK Independent Floor,,800,Ready to move,79,,,South-West Delhi
4 BHK Independent Floor,,1650,Ready to move,2.25,,,South/West/Central Delhi
3 BHK Apartment,,1750,Ready to move,2.15,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.68,,,South/West/Central Delhi
3 BHK Apartment,,1750,Ready to move,1.76,,,South/West/Central Delhi
4 BHK Apartment,,2400,Ready to move,2.3,,,South/West/Central Delhi
2 BHK Apartment,,1200,Ready to move,1.1,,,South/West/Central Delhi
4 BHK Apartment,,2400,Ready to move,1.99,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.65,,,South/West/Central Delhi
3 BHK Apartment,,1800,Ready to move,2.2,,,South/West/Central Delhi
4 BHK Apartment,,2400,Ready to move,2.7,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.7,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.45,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.7,,,South/West/Central Delhi
4 BHK Apartment,,2400,Ready to move,2.4,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.75,,,South/West/Central Delhi
4 BHK Apartment,,2400,Ready to move,2.25,,,South/West/Central Delhi
